208,223,209,115,192,193,197,161,154,236,0,0,109,0,159,201,2
339,237,262,95,306,275,304,208,234,357,0,0,0,0,229,254,3
315,304,289,154,309,311,275,221,242,297,0,0,0,0,201,139,4
418,245,307,151,411,349,257,330,259,362,0,0,0,0,184,149,1
208,213,201,116,179,192,190,157,145,220,0,0,135,16,160,192,2
325,222,253,109,294,263,285,202,213,342,0,0,0,0,213,272,3
339,373,291,119,342,342,315,240,263,341,0,0,0,0,225,153,4
400,254,297,149,397,366,268,304,273,336,0,0,0,0,207,160,1
194,221,208,120,134,183,186,154,150,226,0,0,129,17,159,192,2
313,223,257,117,288,269,272,199,223,303,0,0,0,0,218,254,3
343,361,272,136,337,320,304,222,239,325,0,0,0,0,213,148,4
449,256,330,158,457,386,261,354,254,358,0,0,0,0,192,145,1
209,222,208,46,186,198,193,159,155,229,0,0,112,1,163,202,2
368,235,263,112,310,336,316,217,227,374,0,0,0,0,235,215,3
333,351,266,133,332,335,289,223,247,314,0,0,0,0,202,143,4
437,256,337,176,442,400,261,327,269,371,0,0,0,0,187,157,1
206,214,205,117,178,187,182,147,142,224,0,0,136,19,158,192,2
359,236,277,115,321,320,310,210,240,379,0,0,0,0,230,223,3
336,347,273,137,331,341,303,228,247,336,0,0,0,0,208,135,4
434,272,345,160,462,354,240,321,252,423,0,0,0,0,201,161,1
254,246,225,110,222,226,240,176,178,278,0,0,48,0,191,243,2
383,233,272,96,342,334,325,235,235,413,0,0,0,0,230,229,3
371,382,283,106,370,390,320,257,261,375,0,0,0,0,215,141,4
444,260,316,153,442,383,268,327,272,400,0,0,0,0,201,142,1
225,234,205,112,203,203,216,163,158,256,0,0,89,0,176,220,2
362,240,274,107,328,341,336,225,246,392,0,0,0,0,245,210,3
343,362,287,129,343,370,304,244,259,336,0,0,0,0,207,135,4
415,252,309,150,415,352,257,325,269,368,0,0,0,0,206,150,1
229,242,228,113,205,209,221,160,167,251,0,0,81,0,171,220,2
340,234,271,109,290,303,311,190,209,369,0,0,0,0,215,272,3
355,365,288,108,365,368,320,238,240,393,0,0,0,0,220,146,4
434,269,339,128,478,368,260,296,282,507,0,0,0,0,198,188,1
221,240,233,116,206,201,218,163,155,260,0,0,85,0,164,216,2
376,266,284,96,351,338,354,235,256,464,0,0,0,0,265,235,3
411,400,310,58,413,414,311,273,272,464,0,0,0,0,228,137,4
411,269,323,138,464,360,272,323,273,470,0,0,0,0,185,133,1
259,230,272,122,235,237,253,167,171,307,0,0,0,0,184,256,2
380,250,272,92,336,321,362,209,225,451,0,0,0,0,231,265,3
336,354,303,115,344,339,311,230,237,389,0,0,0,0,206,143,4
428,281,314,142,458,375,261,304,277,417,0,0,0,0,196,176,1
241,237,225,117,215,213,230,173,166,272,0,0,48,0,176,227,2
322,256,251,106,304,295,332,187,233,379,0,0,0,0,241,283,3
381,400,319,117,381,411,342,253,249,400,0,0,0,0,208,128,4
407,256,304,135,421,356,275,314,288,396,0,0,0,0,203,171,1
208,240,224,122,196,195,205,164,151,245,0,0,103,0,164,205,2
387,257,294,128,359,346,344,234,258,441,0,0,0,0,249,212,3
351,403,315,128,392,379,293,240,271,372,0,0,0,0,217,144,4
430,333,340,162,437,377,255,350,270,337,0,0,0,0,204,150,1
203,232,218,116,176,192,183,150,144,226,0,0,118,1,163,192,2
338,268,276,112,338,304,314,224,257,365,0,0,0,0,251,226,3
365,402,298,109,375,373,323,240,270,368,0,0,0,0,222,152,4
380,208,429,184,588,404,220,336,343,452,0,0,0,0,288,210,1
192,269,290,112,202,195,176,182,169,253,0,0,122,0,176,206,2
272,267,528,160,384,281,208,259,288,415,0,0,0,0,272,218,3
368,326,511,171,359,364,213,254,278,385,0,0,0,0,240,180,4
398,234,469,177,521,421,207,325,346,370,0,0,0,0,291,203,1
196,257,282,117,199,193,179,183,176,243,0,0,77,0,176,206,2
299,254,473,149,346,303,213,236,266,387,0,0,0,0,266,199,3
324,345,437,151,348,306,194,233,279,309,0,0,0,0,257,158,4
429,239,450,176,528,423,220,338,344,377,0,0,0,0,288,195,1
193,263,275,114,199,187,187,174,176,231,0,0,66,0,177,202,2
286,263,492,158,365,290,204,263,274,351,0,0,0,0,272,192,3
327,359,462,160,343,340,204,239,282,299,0,0,0,0,257,160,4
477,242,457,178,569,444,213,336,358,398,0,0,0,36,271,208,1
192,256,276,119,269,193,183,176,165,235,0,0,73,0,175,195,2
284,264,479,147,368,275,208,271,266,368,0,0,0,0,269,193,3
369,263,466,170,386,354,212,244,251,377,0,0,0,0,226,176,4
435,234,458,185,553,421,229,336,331,372,0,0,0,0,270,208,1
197,256,282,119,199,192,192,173,169,236,0,0,48,0,174,203,2
289,259,464,148,355,285,198,249,278,321,0,0,0,0,256,192,3
343,345,483,169,384,346,208,245,277,323,0,0,0,0,247,160,4
347,263,441,163,576,391,191,319,368,422,0,0,0,0,295,222,1
201,270,289,122,206,188,181,186,177,240,0,0,93,0,182,205,2
299,259,483,154,367,317,229,251,298,383,0,0,0,0,272,215,3
352,337,479,161,372,343,207,217,275,359,0,0,0,0,245,181,4
437,241,393,165,536,399,232,315,352,422,0,0,0,0,295,228,1
193,250,272,116,194,192,176,174,163,237,0,0,106,0,173,201,2
280,257,482,153,365,285,215,256,272,368,0,0,0,0,259,198,3
387,352,551,182,400,400,228,263,297,347,0,0,0,0,230,149,4
400,222,464,176,530,400,223,333,336,410,0,0,0,0,272,208,1
193,253,272,121,195,188,183,173,169,232,0,0,80,0,175,195,2
305,245,503,155,368,325,213,270,298,354,0,0,0,0,274,207,3
399,271,525,198,414,415,214,284,305,328,0,0,0,0,243,157,4
433,247,420,178,539,394,209,336,330,368,0,0,0,0,302,208,1
181,254,284,112,194,192,178,179,197,238,0,0,96,0,171,195,2
306,241,465,146,347,292,208,252,269,352,0,0,0,0,261,197,3
351,382,493,182,400,379,228,269,294,311,0,0,0,0,241,158,4
430,261,433,152,503,389,240,336,339,384,0,0,0,0,246,199,1
196,261,277,123,197,191,189,177,166,238,0,0,56,0,173,208,2
301,242,462,154,326,298,235,231,261,377,0,0,0,0,248,208,3
351,347,508,176,381,384,208,245,295,335,0,0,0,0,249,173,4
386,253,432,174,595,387,217,330,370,410,0,0,0,0,294,255,1
197,275,310,116,210,202,193,189,176,256,0,0,81,0,185,210,2
335,255,553,144,370,324,240,240,299,432,0,0,0,0,277,247,3
377,338,526,187,421,371,206,269,300,0,0,0,0,0,228,174,4
432,251,458,171,541,400,230,325,326,368,0,0,0,0,282,215,1
208,274,305,114,214,192,193,189,181,241,0,0,16,0,191,208,2
292,255,477,160,363,291,199,272,276,335,0,0,0,0,256,201,3
387,359,567,181,400,415,203,265,298,355,0,0,0,0,236,169,4
384,198,577,208,496,392,186,332,320,348,0,0,0,0,219,176,1
208,257,303,126,218,199,205,179,181,250,0,0,12,0,178,222,2
298,249,493,151,364,285,205,250,272,367,0,0,0,0,254,209,3
400,305,557,187,403,430,218,262,286,374,0,0,0,0,240,157,4
439,218,525,199,587,437,203,355,365,380,0,0,0,0,265,215,1
208,253,296,119,211,194,192,184,181,241,0,0,16,0,176,210,2
304,257,526,159,377,327,224,246,298,368,0,0,0,0,274,219,3
381,280,542,176,426,395,213,288,301,370,0,0,0,0,232,177,4
479,266,417,162,598,406,225,368,358,361,0,0,0,0,243,209,1
202,264,300,123,210,203,200,179,186,236,0,0,3,0,182,226,2
294,269,510,160,396,304,200,285,304,306,0,0,0,0,262,209,3
369,301,527,176,394,390,209,273,292,333,0,0,0,0,222,162,4
479,238,455,182,611,435,239,379,379,374,0,0,0,0,241,213,1
197,276,278,125,198,194,201,169,177,223,0,0,59,0,185,201,2
279,266,506,163,384,303,222,275,304,331,0,0,0,0,266,208,3
382,348,559,178,410,379,208,241,288,368,0,0,0,0,224,171,4
427,245,511,164,617,422,206,60,368,432,0,0,0,0,306,241,1
202,277,310,118,208,209,193,187,185,248,0,0,51,0,189,214,2
341,304,435,145,496,309,232,304,349,395,0,0,0,0,320,251,3
447,320,588,183,442,416,235,301,304,366,0,0,0,0,238,180,4
456,224,435,178,591,441,239,351,384,400,0,0,0,0,280,210,1
209,278,288,125,215,206,205,187,185,242,0,0,16,0,189,217,2
339,258,505,145,400,323,231,272,310,378,0,0,0,0,293,232,3
384,384,560,171,403,393,224,258,298,349,0,0,0,0,247,187,4
473,246,468,167,557,406,229,350,322,412,0,0,0,0,272,209,1
199,263,283,124,195,199,195,176,170,242,0,0,64,0,178,203,2
323,261,526,167,400,306,222,270,304,358,0,0,0,0,274,233,3
368,363,533,176,419,352,228,272,271,354,0,0,0,0,239,183,4
447,203,452,192,602,461,219,350,368,384,0,0,0,0,256,203,1
214,271,319,114,215,213,209,189,192,258,0,0,0,0,193,224,2
304,264,532,162,385,319,222,240,281,389,0,0,0,0,272,222,3
410,321,541,199,494,404,221,283,279,368,0,0,0,0,256,177,4
464,222,479,182,501,417,211,335,351,375,0,0,0,0,240,221,1
216,286,320,125,221,202,213,182,188,261,0,0,0,0,179,237,2
293,242,502,160,388,304,219,271,294,348,0,0,0,0,287,202,3
368,334,526,185,415,384,225,281,288,334,0,0,0,0,240,184,4
461,217,442,170,543,457,240,336,358,385,0,0,0,0,277,210,1
211,272,310,115,224,198,213,186,186,256,0,0,16,0,185,221,2
331,261,528,156,430,318,225,271,299,377,0,0,0,0,268,225,3
400,353,528,176,410,379,225,263,291,333,0,0,0,0,234,190,4
384,240,475,183,650,434,211,336,383,423,0,0,0,0,279,223,1
219,291,314,125,238,211,214,193,197,268,0,0,11,0,199,240,2
301,287,547,162,481,313,241,314,358,414,0,0,0,0,305,257,3
432,304,565,178,454,394,228,274,278,418,0,0,0,0,255,188,4
420,171,507,201,538,481,192,341,394,337,0,0,0,0,279,203,1
204,273,302,118,209,207,206,181,183,254,0,0,31,112,187,212,2
311,249,551,176,448,329,205,293,311,350,0,0,0,0,292,224,3
419,381,574,192,446,390,211,278,302,356,0,0,0,0,240,189,4
432,208,525,192,499,483,210,323,364,336,0,0,0,0,272,185,1
209,282,300,118,219,202,209,182,188,243,0,0,27,0,186,222,2
314,261,511,145,400,319,234,259,292,352,0,0,0,0,268,223,3
395,330,541,177,426,389,219,257,300,339,0,0,0,0,233,191,4
501,220,458,174,578,490,256,350,401,401,0,0,0,0,275,208,1
209,259,289,126,215,196,203,191,188,244,0,0,33,0,176,225,2
345,258,533,148,426,343,208,272,314,347,0,0,0,0,291,215,3
397,319,549,173,415,400,215,256,290,361,0,0,0,0,242,184,4
466,240,420,163,529,442,253,343,365,353,0,0,0,0,261,221,1
207,275,304,125,217,206,209,180,189,242,0,0,16,0,186,223,2
347,261,497,159,445,320,217,289,307,368,0,0,0,0,289,226,3
415,355,577,176,403,427,221,265,320,354,0,0,0,0,227,163,4
403,252,476,176,629,409,215,331,366,464,0,0,0,0,293,224,1
225,301,311,122,221,219,208,194,190,272,0,0,0,0,210,229,2
356,278,511,163,423,355,253,279,336,426,0,0,0,0,307,251,3
418,404,606,181,432,384,239,281,295,383,0,0,0,0,276,192,4
454,225,498,191,592,460,256,338,394,407,0,0,0,0,310,214,1
208,272,304,119,218,205,195,191,185,250,0,0,76,0,181,218,2
331,258,555,162,419,311,223,293,305,354,0,0,0,0,298,208,3
382,409,580,182,405,384,208,265,304,334,0,0,0,0,272,192,4
419,234,501,182,533,431,244,335,368,350,0,0,0,0,303,202,1
205,269,294,117,215,199,195,191,187,256,0,0,29,0,180,224,2
337,272,534,161,381,319,216,274,288,380,0,0,0,0,277,218,3
406,352,579,192,421,423,231,279,298,347,0,0,0,0,245,157,4
379,235,581,199,477,424,210,336,327,289,0,0,0,0,277,176,1
210,256,319,115,222,205,199,208,192,262,0,0,0,0,198,218,2
341,250,538,165,400,314,208,278,297,363,0,0,0,0,278,215,3
384,353,550,176,384,400,207,283,297,299,0,0,0,0,249,174,4
449,272,463,164,549,428,246,352,362,358,0,0,0,0,294,231,1
208,283,308,121,226,209,202,192,193,256,0,0,53,0,188,227,2
337,272,547,162,418,352,209,286,320,336,0,0,0,0,289,228,3
387,336,576,188,457,373,213,286,293,368,0,0,0,0,262,187,4
376,227,485,202,644,432,214,326,369,411,0,0,0,0,329,234,1
251,285,330,119,247,239,235,211,219,291,0,0,0,0,221,258,2
359,304,510,150,492,348,259,314,368,406,0,0,0,0,324,272,3
418,316,576,176,464,429,245,286,288,403,0,0,0,0,267,202,4
449,209,542,219,590,521,243,376,414,391,0,0,0,0,319,206,1
229,285,315,122,245,208,222,193,199,273,0,0,0,0,197,242,2
358,266,466,151,484,365,230,320,347,382,0,0,0,0,345,226,3
427,323,575,187,436,447,223,286,319,356,0,0,0,0,244,161,4
430,211,559,208,569,435,220,367,359,346,0,0,0,0,281,202,1
210,279,303,124,221,204,208,181,192,246,0,0,27,0,186,232,2
304,277,528,162,412,331,200,285,314,341,0,0,0,0,313,208,3
378,374,582,188,412,410,223,283,318,332,0,0,0,0,264,171,4
421,208,486,191,597,443,210,397,368,359,0,0,0,0,304,199,1
225,273,331,126,235,226,222,209,207,259,0,0,0,0,208,238,2
309,261,511,165,441,317,217,303,314,337,0,0,0,0,289,221,3
372,392,560,166,412,391,225,265,306,322,0,0,0,0,269,177,4
427,210,511,203,590,485,240,382,372,337,0,0,0,0,315,208,1
206,280,304,123,210,208,206,186,188,242,0,0,48,0,188,221,2
371,281,415,142,468,345,307,281,399,427,0,0,0,0,332,320,3
451,379,464,144,491,430,258,276,350,401,0,0,0,0,302,224,4
427,213,489,196,588,459,240,367,400,356,0,0,0,0,302,196,1
222,293,294,115,240,221,238,194,206,269,0,0,0,0,202,240,2
313,279,466,391,485,353,261,288,374,370,0,0,0,0,336,266,3
402,423,556,165,425,418,255,259,337,336,0,0,0,0,247,0,4
464,197,463,197,606,477,243,365,393,384,0,0,0,0,313,192,1
223,291,303,128,238,210,224,182,204,257,0,0,0,0,199,237,2
318,261,502,155,419,329,240,279,326,359,0,0,0,0,316,217,3
405,418,580,162,398,431,241,239,314,358,0,0,0,0,246,179,4
427,228,475,188,634,432,220,337,361,438,0,0,0,0,318,240,1
225,304,323,122,239,217,223,198,192,281,0,0,7,0,198,244,2
421,304,418,140,597,428,303,328,379,432,0,0,0,0,366,285,3
388,429,538,158,467,359,259,291,275,368,0,0,0,0,272,213,4
454,214,481,180,583,487,251,351,384,415,0,0,0,0,321,213,1
237,297,336,115,253,226,230,208,207,283,0,0,0,0,207,244,2
329,262,572,177,485,336,220,324,343,364,0,0,0,0,320,240,3
479,383,619,197,443,443,240,311,311,384,0,0,0,0,236,167,4
471,218,539,205,654,482,269,381,446,441,0,0,0,0,331,214,1
226,293,327,123,243,211,223,194,201,278,0,0,0,0,192,247,2
315,279,543,165,467,325,238,290,320,380,0,0,0,0,310,240,3
420,368,595,184,432,434,240,272,304,387,0,0,0,0,253,177,4
