450,255,332,156,501,383,223,384,269,374,0,0,0,0,248,178,1
236,256,220,113,187,214,201,163,157,270,0,0,200,17,177,208,2
390,252,322,150,347,321,270,270,245,393,0,0,0,0,269,178,3
435,321,287,157,458,399,305,302,254,360,0,0,0,0,270,177,4
537,272,301,149,550,443,251,400,285,365,0,0,0,0,240,176,1
238,253,221,112,192,212,198,164,151,266,0,0,186,16,181,208,2
459,252,309,145,366,365,288,262,255,439,0,0,7,0,233,185,3
471,336,229,160,423,426,275,307,273,288,0,0,80,0,250,168,4
407,111,379,167,578,417,188,380,349,449,0,0,0,0,225,188,1
272,224,321,116,242,237,223,175,192,319,0,0,0,0,189,267,2
320,202,398,139,387,296,231,261,258,336,0,0,0,0,263,213,3
382,247,474,147,431,384,213,279,300,387,0,0,0,0,210,176,4
443,144,415,160,556,420,176,369,352,426,0,0,0,0,213,202,1
238,238,290,116,218,209,208,175,176,277,0,0,45,0,173,240,2
327,219,382,126,391,310,261,242,285,379,0,0,0,0,259,278,3
353,254,436,159,384,336,227,267,292,342,0,0,0,0,224,175,4
375,175,400,170,543,388,173,359,339,431,0,0,0,0,251,206,1
235,240,304,122,234,215,204,194,183,282,0,0,22,0,192,237,2
298,195,416,142,362,281,208,256,249,349,0,0,0,0,256,210,3
354,245,493,167,428,346,195,294,298,353,0,0,0,0,219,171,4
419,178,381,163,487,411,175,350,368,373,0,0,0,0,256,207,1
227,235,295,115,207,198,197,183,174,259,0,0,41,0,176,223,2
301,194,413,138,311,303,212,241,253,304,0,0,0,0,262,191,3
353,240,451,158,373,336,192,279,293,283,0,0,0,0,215,182,4
447,221,350,155,495,400,195,304,336,391,0,0,0,0,249,206,1
215,241,271,121,208,191,192,174,168,252,0,0,83,0,178,210,2
304,230,386,151,320,295,230,230,251,321,0,0,0,0,256,176,3
370,310,421,176,397,367,214,255,302,311,0,0,0,0,224,170,4
449,208,368,170,493,400,170,336,336,376,0,0,0,0,256,203,1
229,236,293,125,212,206,208,176,185,266,0,0,32,0,190,224,2
305,227,384,145,325,295,219,244,253,272,0,0,0,0,333,166,3
354,272,399,175,355,363,221,263,301,279,0,0,0,0,209,160,4
400,196,390,176,486,389,162,352,339,374,0,0,0,0,272,199,1
183,244,253,115,189,176,176,155,155,221,0,0,148,22,152,195,2
300,229,393,145,334,278,199,243,262,267,0,0,0,0,265,167,3
367,289,398,169,352,336,195,256,288,242,0,0,0,0,226,157,4
464,205,385,160,555,409,208,339,304,418,0,0,0,0,208,176,1
213,264,277,115,201,207,197,166,174,254,0,0,54,0,183,214,2
291,221,352,141,284,272,235,215,249,236,0,0,0,0,256,165,3
333,315,400,150,373,321,218,240,278,308,0,0,0,0,218,176,4
432,189,427,176,500,412,181,352,357,364,0,0,0,0,209,192,1
208,234,258,122,192,176,188,156,171,225,0,0,90,0,166,209,2
297,241,415,158,342,304,194,246,273,240,0,0,0,0,252,176,3
343,291,409,176,359,348,208,242,296,283,0,0,0,0,226,175,4
445,223,389,166,464,385,195,326,333,355,0,0,0,0,221,208,1
190,242,244,112,191,176,177,154,159,213,0,0,117,14,158,190,2
314,240,406,145,374,293,220,270,240,325,0,0,0,0,257,219,3
337,289,384,144,340,320,206,227,287,272,0,0,0,0,226,170,4
464,213,394,170,468,394,176,331,321,368,0,0,0,0,238,190,1
190,240,245,112,182,176,185,153,159,218,0,0,99,3,170,195,2
289,243,397,144,336,272,221,218,256,334,0,0,0,0,247,206,3
336,289,391,164,353,332,208,253,290,247,0,0,0,0,215,173,4
417,208,421,177,511,407,187,352,215,400,0,0,0,0,261,177,1
185,258,255,118,193,176,175,165,161,230,0,0,144,16,168,192,2
302,227,448,148,346,306,221,246,263,368,0,0,0,0,243,207,3
351,343,430,175,400,367,213,272,303,312,0,0,0,0,222,163,4
455,203,385,156,511,417,199,347,323,384,0,0,0,0,258,198,1
198,242,271,114,197,181,178,171,166,237,0,0,81,0,176,196,2
304,240,431,150,325,317,208,237,259,347,0,0,0,0,258,183,3
370,315,465,181,389,386,206,272,308,323,0,0,0,0,211,148,4
446,192,415,178,496,425,196,351,335,385,0,0,0,0,251,177,1
194,242,273,116,208,192,185,176,165,247,0,0,70,0,176,209,2
294,236,441,151,361,286,208,272,258,320,0,0,0,0,250,192,3
323,297,440,169,374,337,205,284,303,257,0,0,0,0,234,166,4
422,193,439,180,510,414,188,357,336,381,0,0,0,0,262,182,1
216,240,303,125,226,211,208,180,191,258,0,0,0,0,192,226,2
300,230,401,146,308,304,218,254,261,304,0,0,0,0,267,177,3
331,336,460,170,381,345,198,256,281,295,0,0,0,0,237,162,4
415,254,442,168,593,427,215,335,318,449,0,0,0,0,242,218,1
226,294,330,117,253,211,211,199,192,290,0,0,0,0,194,250,2
321,295,511,151,439,339,249,278,320,388,0,0,0,0,276,242,3
382,378,408,142,455,397,274,298,310,361,0,0,0,0,260,208,4
432,228,466,191,602,455,192,353,347,393,0,0,0,0,272,184,1
200,262,297,121,218,193,193,183,179,258,0,0,96,0,181,116,2
320,253,483,160,370,307,225,247,271,397,0,0,0,0,258,210,3
327,355,471,171,389,333,219,242,285,334,0,0,0,0,221,179,4
413,220,497,199,561,438,205,366,327,382,0,0,0,0,250,179,1
199,251,289,127,208,202,194,186,167,256,0,0,67,0,178,208,2
281,247,482,158,370,292,221,256,262,385,0,0,0,0,256,201,3
317,304,451,171,368,326,206,247,291,309,0,0,0,0,241,176,4
421,225,484,192,535,407,192,336,323,385,0,0,0,0,254,198,1
193,255,256,119,193,192,179,176,161,243,0,0,67,0,176,207,2
277,242,468,161,353,278,234,240,266,379,0,0,0,0,244,215,3
313,368,437,162,369,283,222,240,278,273,0,0,0,0,256,170,4
409,189,528,188,473,441,204,305,331,367,0,0,0,0,218,163,1
195,251,271,117,192,192,188,161,170,231,0,0,71,0,174,197,2
263,241,450,155,333,273,225,240,270,336,0,0,0,0,272,181,3
330,374,459,170,379,317,213,240,304,293,0,0,0,0,235,163,4
409,207,436,176,560,410,189,336,331,395,0,0,0,0,270,209,1
196,272,286,124,204,199,185,181,171,247,0,0,75,0,183,202,2
273,269,487,161,377,290,210,238,274,398,0,0,0,0,269,207,3
331,368,455,156,369,309,217,226,273,322,0,0,0,0,241,176,4
440,225,498,193,551,475,213,355,330,359,0,0,0,0,291,204,1
187,262,278,122,198,191,192,173,162,239,0,0,91,0,176,200,2
273,256,458,144,348,295,217,249,264,334,0,0,0,0,244,192,3
359,308,478,176,391,358,208,244,282,370,0,0,0,0,230,175,4
407,225,457,197,573,420,205,350,323,402,0,0,0,0,273,199,1
192,262,273,125,197,195,187,175,163,240,0,0,78,0,176,201,2
279,262,464,153,346,301,219,254,269,368,0,0,0,0,258,199,3
336,326,469,166,362,346,223,229,272,358,0,0,0,0,243,175,4
400,239,448,171,486,416,208,317,346,366,0,0,0,0,263,188,1
185,247,267,124,198,185,183,176,161,237,0,0,73,0,172,201,2
274,262,476,157,336,306,231,246,278,369,0,0,0,0,263,190,3
320,334,449,170,368,331,214,240,294,307,0,0,0,0,231,166,4
400,240,464,190,592,433,204,331,384,411,0,0,0,0,274,209,1
197,256,270,126,201,186,192,171,170,237,0,0,54,0,179,196,2
279,261,474,157,350,286,217,240,270,366,0,0,0,0,256,205,3
352,324,501,188,386,394,219,255,309,329,0,0,0,0,240,144,4
